word,COCA-Acad,ppm,ratio,disp
appetite,1364.00,11.37,0.98,0.91
smile,1364.00,11.37,0.15,0.94
magic,1363.00,11.36,0.52,0.92
advent,1363.00,11.36,1.98,0.93
dirt,1363.00,11.36,0.37,0.88
mosquito,1360.00,11.33,1.06,0.79
reportedly,1360.00,11.33,0.74,0.92
enthusiastic,1359.00,11.33,1.09,0.94
lasting,1358.00,11.32,1.31,0.94
dare,1356.00,11.30,0.48,0.93
grateful,1355.00,11.29,0.57,0.94
broadcast,1355.00,11.29,0.54,0.9
uniform,1355.00,11.29,0.43,0.91
implicitly,1355.00,11.29,2.6,0.92
exit,1354.00,11.28,0.6,0.84
zero,1354.00,11.28,0.97,0.9
permanently,1354.00,11.28,1.15,0.93
tightly,1352.00,11.27,0.65,0.9
plot,1352.00,11.27,1.15,0.89
terminology,1350.00,11.25,2.44,0.93
disturbing,1349.00,11.24,0.86,0.93
excess,1349.00,11.24,1.26,0.94
mining,1349.00,11.24,1.07,0.89
monkey,1349.00,11.24,0.76,0.83
disturb,1349.00,11.24,0.8,0.93
select,1348.00,11.23,1.42,0.89
birthday,1347.00,11.23,0.31,0.91
countryside,1347.00,11.23,1.02,0.9
fatal,1345.00,11.21,0.89,0.93
hint,1345.00,11.21,0.62,0.93
texture,1345.00,11.21,0.72,0.87
imbalance,1344.00,11.20,2.01,0.92
listing,1344.00,11.20,1.08,0.88
organizer,1344.00,11.20,0.92,0.92
mine,1344.00,11.20,0.27,0.93
remnant,1343.00,11.19,1.36,0.85
ours,1343.00,11.19,0.68,0.94
ideally,1343.00,11.19,1.89,0.94
regain,1343.00,11.19,0.87,0.93
tangible,1342.00,11.18,1.66,0.94
arm,1342.00,11.18,0.83,0.91
diffusion,1341.00,11.18,3.15,0.85
dying,1340.00,11.17,0.79,0.9
deadline,1340.00,11.17,0.62,0.91
rose,1340.00,11.17,0.22,0.94
rising,1339.00,11.16,1.01,0.92
countless,1338.00,11.15,0.91,0.93
timely,1338.00,11.15,1.72,0.94
guard,1338.00,11.15,0.56,0.93
municipality,1336.00,11.13,2.12,0.86
mitigate,1336.00,11.13,2.25,0.91
renew,1336.00,11.13,1.06,0.93
sail,1335.00,11.13,0.66,0.89
underestimate,1335.00,11.13,1.35,0.95
top,1334.00,11.12,0.51,0.91
hunt,1333.00,11.11,0.49,0.88
restrictive,1331.00,11.09,2.13,0.92
insure,1331.00,11.09,1.25,0.95
rent,1331.00,11.09,0.51,0.93
revive,1329.00,11.08,0.97,0.93
graphic,1328.00,11.07,1.09,0.91
privately,1328.00,11.07,0.84,0.94
comprehend,1328.00,11.07,1.53,0.93
evidence,1327.00,11.06,2.37,0.94
erode,1326.00,11.05,1.53,0.92
projected,1324.00,11.03,1.52,0.9
discard,1324.00,11.03,0.97,0.92
overseas,1323.00,11.03,1.35,0.89
conceal,1323.00,11.03,0.94,0.93
filter,1321.00,11.01,1.17,0.88
pharmaceutical,1320.00,11.00,1.26,0.87
in-depth,1319.00,10.99,2.17,0.91
contingency,1319.00,10.99,1.91,0.91
memoir,1318.00,10.98,0.99,0.89
declining,1317.00,10.98,1.55,0.93
breakthrough,1316.00,10.97,0.96,0.91
neglect,1315.00,10.96,1.49,0.91
timber,1315.00,10.96,0.84,0.85
numerical,1314.00,10.95,2.73,0.88
interpretive,1313.00,10.94,2.56,0.9
cultivation,1313.00,10.94,2.45,0.89
sure,1313.00,10.94,0.28,0.92
picture,1313.00,10.94,0.59,0.92
coming,1312.00,10.93,0.8,0.93
cancel,1312.00,10.93,0.6,0.92
greet,1312.00,10.93,0.51,0.94
time,1312.00,10.93,0.92,0.93
donate,1311.00,10.93,0.63,0.94
knock,1311.00,10.93,0.25,0.93
eventual,1310.00,10.92,1.65,0.92
eighteen,1310.00,10.92,0.99,0.92
inmate,1310.00,10.92,0.61,0.84
opposite,1309.00,10.91,1.29,0.93
tiger,1309.00,10.91,0.44,0.77
deed,1308.00,10.90,1.12,0.9
frustrate,1308.00,10.90,0.86,0.95
drill,1306.00,10.88,0.76,0.86
incur,1305.00,10.88,1.94,0.91
overwhelm,1304.00,10.87,0.84,0.94
unwilling,1302.00,10.85,1.3,0.93
recreation,1302.00,10.85,0.83,0.87
affection,1301.00,10.84,0.92,0.88
grandfather,1300.00,10.83,0.38,0.9
sword,1300.00,10.83,0.59,0.91
denounce,1300.00,10.83,1.19,0.9
transparent,1298.00,10.82,1.12,0.9
spark,1298.00,10.82,0.8,0.93
spill,1298.00,10.82,0.51,0.88
way,1297.00,10.81,0.63,0.9
circular,1296.00,10.80,1.44,0.86
redefine,1296.00,10.80,1.73,0.94
benchmark,1291.00,10.76,1.82,0.88
cohesion,1291.00,10.76,2.73,0.86
interrupt,1291.00,10.76,0.48,0.95
brush,1290.00,10.75,0.48,0.88
sound,1289.00,10.74,1.51,0.92
deter,1289.00,10.74,1.4,0.9
telecommunications,1287.00,10.73,1.18,0.9
rumor,1286.00,10.72,0.49,0.89
divorce,1286.00,10.72,0.69,0.91
foremost,1285.00,10.71,1.28,0.94
jail,1285.00,10.71,0.31,0.9
viewing,1285.00,10.71,1.46,0.87
float,1285.00,10.71,0.42,0.89
mad,1284.00,10.70,0.32,0.94
fusion,1284.00,10.70,1.59,0.85
analogous,1283.00,10.69,2.73,0.92
ethic,1283.00,10.69,1.52,0.9
rod,1283.00,10.69,0.48,0.84
dump,1283.00,10.69,0.54,0.9
coercion,1281.00,10.68,2.47,0.84
interpreter,1280.00,10.67,0.89,0.85
wander,1280.00,10.67,0.42,0.93
submission,1279.00,10.66,1.85,0.92
spring,1279.00,10.66,0.62,0.94
tune,1279.00,10.66,0.52,0.87
questionable,1278.00,10.65,1.24,0.95
pact,1278.00,10.65,1.39,0.86
presently,1278.00,10.65,1.67,0.94
ascertain,1278.00,10.65,2.46,0.92
fame,1275.00,10.63,0.48,0.92
melt,1275.00,10.63,0.46,0.86
authoritative,1274.00,10.62,2.25,0.88
envelope,1274.00,10.62,0.58,0.9
forthcoming,1273.00,10.61,1.44,0.93
equate,1272.00,10.60,1.87,0.93
morale,1271.00,10.59,1.2,0.91
ruin,1271.00,10.59,0.9,0.89
stare,1271.00,10.59,0.11,0.93
moderate,1270.00,10.58,1.89,0.92
smile,1270.00,10.58,0.1,0.95
reviewer,1268.00,10.57,1.88,0.92
acceleration,1267.00,10.56,1.8,0.84
glance,1266.00,10.55,0.51,0.93
injure,1266.00,10.55,0.54,0.92
steer,1266.00,10.55,0.74,0.92
affordable,1265.00,10.54,0.84,0.88
deer,1265.00,10.54,0.34,0.84
chase,1265.00,10.54,0.41,0.9
packet,1263.00,10.53,1.22,0.89
credible,1262.00,10.52,1.11,0.92
myriad,1262.00,10.52,1.54,0.94
wipe,1262.00,10.52,0.33,0.91
technically,1260.00,10.50,1.12,0.92
colorful,1259.00,10.49,0.7,0.89
corrupt,1258.00,10.48,1.08,0.89
printed,1258.00,10.48,1.53,0.9
satisfactory,1258.00,10.48,1.97,0.94
synthetic,1258.00,10.48,1.37,0.87
feminism,1257.00,10.48,1.6,0.87
leverage,1257.00,10.48,1.28,0.89
sponsor,1257.00,10.48,0.74,0.93
thirteen,1256.00,10.47,1.01,0.93
mud,1256.00,10.47,0.51,0.88
hands-on,1255.00,10.46,1.35,0.88
printing,1255.00,10.46,1.54,0.84
exhaust,1255.00,10.46,0.78,0.94
license,1255.00,10.46,1.11,0.9
shop,1255.00,10.46,0.47,0.91
celebrity,1254.00,10.45,0.37,0.9
perceptual,1253.00,10.44,3.23,0.87
ash,1253.00,10.44,0.57,0.87
alteration,1251.00,10.43,2.21,0.91
fourteen,1249.00,10.41,0.95,0.93
tent,1249.00,10.41,0.4,0.89
adult,1247.00,10.39,1.59,0.9
finite,1246.00,10.38,2.4,0.85
unaware,1246.00,10.38,1.14,0.95
convincing,1245.00,10.38,1.2,0.94
periodically,1245.00,10.38,1.52,0.92
footnote,1243.00,10.36,1.72,0.92
headline,1242.00,10.35,0.43,0.93
ancestral,1241.00,10.34,2.19,0.89
champion,1241.00,10.34,0.33,0.94
rope,1241.00,10.34,0.43,0.88
dispose,1241.00,10.34,1.45,0.91
holistic,1240.00,10.33,2.48,0.93
moderately,1239.00,10.33,1.89,0.91
teenage,1238.00,10.32,0.57,0.9
endowment,1236.00,10.30,1.52,0.89
scarcity,1236.00,10.30,2.43,0.89
alienation,1235.00,10.29,2.39,0.9
coin,1235.00,10.29,0.67,0.88
internationally,1235.00,10.29,1.5,0.92
navigate,1234.00,10.28,1.17,0.9
sixty,1233.00,10.28,0.98,0.92
mapping,1231.00,10.26,2.54,0.86
instant,1230.00,10.25,0.69,0.91
cry,1230.00,10.25,0.46,0.92
segregation,1230.00,10.25,1.53,0.87
quantify,1230.00,10.25,2.38,0.89
grass-roots,1229.00,10.24,1.23,0.9
usefulness,1229.00,10.24,2.5,0.93
misleading,1227.00,10.23,1.31,0.94
insistence,1227.00,10.23,1.57,0.91
instinct,1227.00,10.23,0.65,0.93
holder,1226.00,10.22,0.8,0.92
consciously,1226.00,10.22,1.86,0.92
bore,1226.00,10.22,0.79,0.91
deposit,1226.00,10.22,1.37,0.84
excuse,1225.00,10.21,0.53,0.94
bolster,1223.00,10.19,1.31,0.93
fairness,1222.00,10.18,1.1,0.89
pen,1222.00,10.18,0.47,0.93
reluctance,1222.00,10.18,1.49,0.93
resentment,1222.00,10.18,1.08,0.91
collaborator,1221.00,10.18,1.92,0.87
consolidation,1221.00,10.18,1.96,0.89
incorporation,1220.00,10.17,2.98,0.91
consulting,1219.00,10.16,1.25,0.88
unacceptable,1219.00,10.16,1.28,0.94
reign,1219.00,10.16,1.63,0.88
trillion,1218.00,10.15,0.83,0.9
rivalry,1217.00,10.14,1.3,0.89
formidable,1216.00,10.13,1.2,0.92
leather,1216.00,10.13,0.35,0.88
engender,1216.00,10.13,2.25,0.92
specificity,1214.00,10.12,2.79,0.92
inflict,1214.00,10.12,1.28,0.9
bid,1212.00,10.10,0.57,0.9
flood,1212.00,10.10,0.7,0.9
sixteen,1211.00,10.09,0.88,0.93
oversight,1211.00,10.09,1.02,0.86
cautious,1210.00,10.08,0.89,0.94
transitional,1210.00,10.08,1.89,0.9
unfortunate,1210.00,10.08,0.81,0.94
basket,1209.00,10.08,0.43,0.91
familiarity,1209.00,10.08,1.77,0.92
herd,1209.00,10.08,0.84,0.84
venue,1209.00,10.08,0.87,0.92
longtime,1208.00,10.07,0.45,0.93
contour,1208.00,10.07,1.74,0.9
forecast,1208.00,10.07,1.02,0.85
erect,1208.00,10.07,1.23,0.92
demise,1206.00,10.05,1.4,0.92
patience,1206.00,10.05,0.59,0.94
halt,1206.00,10.05,0.88,0.91
elected,1205.00,10.04,0.88,0.88
unwanted,1205.00,10.04,1.41,0.86
genocide,1204.00,10.03,1.47,0.83
governing,1202.00,10.02,1.44,0.92
nearby,1202.00,10.02,0.52,0.89
mail,1202.00,10.02,1.11,0.93
satisfying,1201.00,10.01,1.17,0.94
Hindu,1200.00,10.00,1.765506999,0.838733071
mature,1199.00,9.99,1.23,0.92
validation,1198.00,9.98,2.62,0.89
proportional,1197.00,9.98,2.67,0.88
matter,1195.00,9.96,0.52,0.95
allowance,1195.00,9.96,1.56,0.85
navigation,1195.00,9.96,1.7,0.84
outreach,1194.00,9.95,1.55,0.92
insofar,1193.00,9.94,2.46,0.9
brick,1193.00,9.94,0.43,0.9
dedicated,1192.00,9.93,1.29,0.87
citation,1192.00,9.93,1.81,0.86
flash,1192.00,9.93,0.57,0.84
suspect,1192.00,9.93,0.37,0.91
financially,1192.00,9.93,0.92,0.94
charge,1191.00,9.93,0.65,0.95
decent,1191.00,9.93,0.55,0.93
overly,1191.00,9.93,1.12,0.96
institute,1191.00,9.93,1.74,0.95
crack,1190.00,9.92,0.41,0.91
cartoon,1189.00,9.91,0.62,0.9
disappointment,1189.00,9.91,0.68,0.88
outset,1189.00,9.91,1.72,0.93
impede,1189.00,9.91,2.02,0.94
reciprocal,1188.00,9.90,2.73,0.91
uncommon,1188.00,9.90,1.32,0.93
designation,1187.00,9.89,1.78,0.91
flame,1187.00,9.89,0.4,0.9
rightly,1186.00,9.88,1.62,0.9
incorrect,1185.00,9.88,1.47,0.93
buck,1185.00,9.88,0.27,0.86
disperse,1185.00,9.88,1.55,0.87
accusation,1184.00,9.87,0.76,0.91
magic,1184.00,9.87,0.51,0.9
shortcoming,1184.00,9.87,1.8,0.94
unsuccessful,1180.00,9.83,1.63,0.93
alternatively,1180.00,9.83,2.68,0.92
riot,1179.00,9.83,0.75,0.86
transparency,1179.00,9.83,1.65,0.9
allegiance,1178.00,9.82,1.49,0.91
Roman,1178.00,9.82,1.213911625,0.909010843
snap,1178.00,9.82,0.28,0.88
concrete,1177.00,9.81,0.95,0.87
simplicity,1177.00,9.81,1.38,0.89
standpoint,1176.00,9.80,1.13,0.93
scale,1176.00,9.80,1.21,0.89
boot,1175.00,9.79,0.25,0.9
mat,1175.00,9.79,0.91,0.83
invariably,1174.00,9.78,1.43,0.94
deepen,1174.00,9.78,1.3,0.91
inheritance,1172.00,9.77,1.54,0.89
journalism,1172.00,9.77,0.66,0.87
convergence,1171.00,9.76,2.4,0.91
vivid,1170.00,9.75,0.94,0.93
brochure,1170.00,9.75,1.26,0.84
service,1170.00,9.75,1.3,0.91
subordinate,1169.00,9.74,2.4,0.92
arc,1169.00,9.74,0.87,0.87
catalyst,1169.00,9.74,1.69,0.9
Czech,1168.00,9.73,1.409808967,0.853196818
loyal,1168.00,9.73,0.74,0.91
unemployed,1168.00,9.73,1.08,0.83
smell,1168.00,9.73,0.31,0.9
helicopter,1166.00,9.72,0.38,0.85
recorder,1166.00,9.72,1.1,0.87
passing,1165.00,9.71,0.62,0.93
decay,1165.00,9.71,1.68,0.84
bare,1164.00,9.70,0.42,0.92
cruise,1164.00,9.70,0.54,0.85
incredible,1163.00,9.69,0.36,0.93
conserve,1163.00,9.69,1.66,0.84
volatile,1162.00,9.68,1.27,0.92
resign,1162.00,9.68,0.43,0.92
orange,1161.00,9.68,0.38,0.88
worthwhile,1161.00,9.68,1.4,0.95
stamp,1161.00,9.68,0.81,0.85
visibility,1161.00,9.68,1.46,0.91
underground,1160.00,9.67,0.83,0.9
editorial,1160.00,9.67,0.87,0.91
handbook,1160.00,9.67,1.97,0.91
publicity,1159.00,9.66,0.69,0.93
skepticism,1159.00,9.66,1.33,0.93
cutting,1158.00,9.65,0.91,0.88
deposition,1158.00,9.65,1.3,0.8
venture,1158.00,9.65,0.84,0.93
loud,1157.00,9.64,0.36,0.93
blow,1157.00,9.64,0.51,0.92
videotape,1156.00,9.63,0.28,0.9
reverse,1155.00,9.63,1.46,0.88
situational,1155.00,9.63,2.99,0.83
advertise,1155.00,9.63,0.83,0.94
polity,1154.00,9.62,3,0.87
intentional,1153.00,9.61,1.89,0.9
unfair,1153.00,9.61,0.67,0.92
equal,1152.00,9.60,1.43,0.93
visiting,1151.00,9.59,0.94,0.92
generalized,1150.00,9.58,2.77,0.93
consortium,1150.00,9.58,1.7,0.9
definite,1149.00,9.58,1.34,0.94
facet,1149.00,9.58,1.97,0.93
working,1149.00,9.58,1.66,0.94
great,1149.00,9.58,0.9,0.94
crash,1149.00,9.58,0.41,0.88
implicate,1149.00,9.58,1.61,0.93
homogeneous,1148.00,9.57,2.84,0.92
resident,1148.00,9.57,1.27,0.9
cliff,1148.00,9.57,0.47,0.89
fellowship,1148.00,9.57,1.34,0.9
pronounce,1148.00,9.57,0.88,0.95
resilience,1147.00,9.56,2.17,0.84
fashion,1147.00,9.56,1.13,0.93
rim,1146.00,9.55,0.66,0.85
schema,1146.00,9.55,3.21,0.85
stabilization,1146.00,9.55,2.53,0.85
centralized,1145.00,9.54,2.29,0.91
dear,1145.00,9.54,0.41,0.91
pleasant,1145.00,9.54,0.5,0.95
level,1145.00,9.54,0.99,0.94
elusive,1144.00,9.53,1.33,0.92
preoccupation,1144.00,9.53,1.99,0.91
vanish,1144.00,9.53,0.51,0.91
cruel,1143.00,9.53,0.73,0.88
multinational,1143.00,9.53,1.58,0.88
breed,1143.00,9.53,0.97,0.85
spare,1143.00,9.53,0.67,0.93
surge,1142.00,9.52,0.72,0.91
incoming,1140.00,9.50,1.29,0.84
internally,1140.00,9.50,1.97,0.94
beside,1139.00,9.49,0.19,0.94
rationality,1139.00,9.49,2.75,0.88
common,1139.00,9.49,1.07,0.94
uniquely,1139.00,9.49,1.87,0.94
failed,1138.00,9.48,0.98,0.93
classic,1137.00,9.48,0.52,0.94
oblige,1137.00,9.48,1.27,0.92
parallel,1137.00,9.48,2.18,0.92
blank,1136.00,9.47,0.66,0.92
grave,1136.00,9.47,1.09,0.91
gentleman,1136.00,9.47,0.26,0.9
mimic,1136.00,9.47,1.26,0.88
assimilate,1135.00,9.46,2.16,0.92
designated,1134.00,9.45,1.39,0.94
pornography,1133.00,9.44,1.34,0.73
residue,1133.00,9.44,1.49,0.84
brutal,1132.00,9.43,0.7,0.91
thoughtful,1132.00,9.43,0.95,0.94
cargo,1131.00,9.43,0.72,0.87
shout,1131.00,9.43,0.21,0.94
overseas,1130.00,9.42,0.72,0.91
beg,1130.00,9.42,0.43,0.94
rescue,1130.00,9.42,0.49,0.94
nongovernmental,1129.00,9.41,2.43,0.89
caution,1129.00,9.41,1.09,0.95
enlarge,1129.00,9.41,1.53,0.93
Vietnamese,1128.00,9.40,0.944023006,0.806047039
bull,1128.00,9.40,0.33,0.91
grape,1128.00,9.40,0.68,0.85
perpetrator,1128.00,9.40,1.54,0.88
delineate,1128.00,9.40,2.56,0.94
tactical,1127.00,9.39,1.39,0.87
extreme,1127.00,9.39,1.5,0.93
rescue,1127.00,9.39,0.49,0.9
allegedly,1127.00,9.39,0.66,0.91
public,1127.00,9.39,0.74,0.94
disseminate,1127.00,9.39,2.33,0.94
necessitate,1126.00,9.38,2.46,0.95
mediator,1125.00,9.38,1.97,0.89
surplus,1125.00,9.38,1.06,0.89
transcript,1125.00,9.38,1.19,0.9
strain,1125.00,9.38,0.67,0.92
trained,1124.00,9.37,1.55,0.91
unusually,1124.00,9.37,1.12,0.91
retreat,1124.00,9.37,0.78,0.92
internalize,1122.00,9.35,2.67,0.91
terminate,1122.00,9.35,1.42,0.92
fertile,1121.00,9.34,1.49,0.91
bedroom,1121.00,9.34,0.18,0.9
fit,1121.00,9.34,1.14,0.91
surprise,1121.00,9.34,0.36,0.94
multiple,1119.00,9.33,2.1,0.92
understandable,1118.00,9.32,1.32,0.95
fragmentation,1118.00,9.32,2.69,0.91
near,1118.00,9.32,0.59,0.91
dub,1118.00,9.32,1.02,0.89
embark,1118.00,9.32,1.2,0.93
tailor,1118.00,9.32,1.54,0.93
pressing,1117.00,9.31,1.37,0.94
capture,1117.00,9.31,1.45,0.85
factual,1115.00,9.29,1.94,0.91
northeastern,1115.00,9.29,1.45,0.87
monster,1115.00,9.29,0.43,0.9
tempt,1115.00,9.29,0.9,0.94
day-to-day,1114.00,9.28,1.29,0.95
shield,1114.00,9.28,0.8,0.89
subsistence,1114.00,9.28,2.43,0.85
afterward,1114.00,9.28,0.56,0.93
distract,1114.00,9.28,0.62,0.95
spawn,1114.00,9.28,1.15,0.85
medal,1110.00,9.25,0.41,0.85
spur,1110.00,9.25,1.13,0.91
committed,1109.00,9.24,1.12,0.92
indicative,1109.00,9.24,2.27,0.92
bug,1109.00,9.24,0.55,0.84
neuron,1109.00,9.24,2.21,0.79
exaggerate,1106.00,9.22,1.13,0.93
naive,1105.00,9.21,1.08,0.92
optional,1105.00,9.21,0.85,0.85
lessen,1105.00,9.21,1.53,0.93
heightened,1104.00,9.20,1.73,0.93
inspector,1104.00,9.20,0.42,0.9
miner,1104.00,9.20,0.81,0.79
precursor,1104.00,9.20,2.17,0.92
taxonomy,1104.00,9.20,3.27,0.76
overlap,1103.00,9.19,2.29,0.92
augment,1103.00,9.19,2.03,0.93
mirror,1103.00,9.19,1.49,0.94
downtown,1102.00,9.18,0.35,0.91
Dominican,1101.00,9.18,1.552657816,0.819363461
Hawaiian,1101.00,9.18,1.470907805,0.819696278
bunch,1101.00,9.18,0.29,0.92
estimation,1101.00,9.18,2.32,0.89
bad,1101.00,9.18,0.77,0.95
upset,1101.00,9.18,0.41,0.94
sociological,1100.00,9.17,2.68,0.9
welcome,1100.00,9.17,0.45,0.94
blend,1100.00,9.17,1.04,0.89
feast,1100.00,9.17,0.97,0.89
defy,1100.00,9.17,0.91,0.93
ranch,1098.00,9.15,0.38,0.89
re-create,1097.00,9.14,1.17,0.92
portrayal,1096.00,9.13,1.6,0.89
betray,1096.00,9.13,0.73,0.91
deprivation,1095.00,9.13,1.97,0.88
shifting,1093.00,9.11,1.42,0.93
divide,1093.00,9.11,1.22,0.92
leap,1093.00,9.11,0.83,0.93
populate,1093.00,9.11,1.34,0.91
surpass,1093.00,9.11,1.27,0.94
sensible,1092.00,9.10,1.04,0.94
trade-off,1092.00,9.10,1.76,0.87
sanction,1092.00,9.10,1.68,0.91
overt,1091.00,9.09,2.04,0.93
intuitive,1090.00,9.08,1.93,0.89
pink,1090.00,9.08,0.25,0.89
slogan,1090.00,9.08,1.02,0.91
widow,1090.00,9.08,0.66,0.85
pertinent,1089.00,9.08,2.28,0.94
entertain,1089.00,9.08,0.73,0.94
skeleton,1088.00,9.07,1.06,0.86
reprint,1088.00,9.07,1.99,0.9
specified,1087.00,9.06,2.67,0.92
lamp,1087.00,9.06,0.48,0.84
prominence,1087.00,9.06,1.75,0.93
anchor,1087.00,9.06,0.95,0.93
explosive,1086.00,9.05,0.82,0.9
glimpse,1086.00,9.05,0.63,0.92
paradise,1086.00,9.05,0.77,0.91
theft,1086.00,9.05,0.8,0.93
arouse,1086.00,9.05,1.36,0.92
offshore,1085.00,9.04,1.41,0.81
deterioration,1085.00,9.04,1.96,0.92
evidently,1085.00,9.04,1.11,0.93
richness,1084.00,9.03,1.94,0.85
commercially,1084.00,9.03,1.83,0.86
certified,1082.00,9.02,1.25,0.92
face-to-face,1082.00,9.02,1.58,0.89
abolish,1082.00,9.02,1.44,0.91
apt,1081.00,9.01,1.31,0.95
fierce,1081.00,9.01,0.62,0.93
ladder,1081.00,9.01,0.62,0.9
jointly,1081.00,9.01,1.92,0.93
heir,1080.00,9.00,1.04,0.91
parade,1080.00,9.00,0.5,0.87
delight,1079.00,8.99,0.69,0.92
pin,1079.00,8.99,0.58,0.83
surroundings,1079.00,8.99,1.05,0.92
coincidence,1078.00,8.98,0.95,0.91
inclination,1078.00,8.98,1.71,0.93
bridge,1078.00,8.98,1.58,0.93
noteworthy,1077.00,8.98,2.07,0.94
individualism,1077.00,8.98,2.5,0.89
alert,1077.00,8.98,0.82,0.94
murder,1077.00,8.98,0.41,0.9
fix,1076.00,8.97,0.96,0.85
impetus,1076.00,8.97,2.08,0.94
vice,1076.00,8.97,0.98,0.92
experimentation,1075.00,8.96,1.91,0.92
meantime,1075.00,8.96,0.64,0.94
parking,1075.00,8.96,0.23,0.92
sequential,1074.00,8.95,2.96,0.9
attributable,1072.00,8.93,2.53,0.92
continuation,1072.00,8.93,1.88,0.92
lament,1071.00,8.93,1.39,0.93
disparate,1070.00,8.92,1.91,0.93
elegant,1070.00,8.92,0.5,0.91
entitlement,1070.00,8.92,1.18,0.82
tax,1070.00,8.92,0.8,0.89
suppression,1068.00,8.90,2.3,0.92
safeguard,1068.00,8.90,1.94,0.92
backup,1066.00,8.88,0.79,0.8
inside,1066.00,8.88,0.49,0.9
subset,1066.00,8.88,2.83,0.9
markedly,1066.00,8.88,2.29,0.93
mold,1065.00,8.88,1.27,0.89
appliance,1064.00,8.87,0.96,0.86
balloon,1064.00,8.87,0.64,0.84
hatred,1064.00,8.87,0.8,0.9
fax,1064.00,8.87,1.21,0.87
concurrent,1063.00,8.86,2.87,0.89
unpredictable,1063.00,8.86,1.17,0.93
shooting,1063.00,8.86,0.29,0.9
incompatible,1062.00,8.85,2.32,0.94
degrade,1062.00,8.85,1.7,0.86
flawed,1061.00,8.84,1.2,0.93
Olympic,1061.00,8.84,0.27301483,0.853693482
harbor,1061.00,8.84,1.3,0.9
obey,1061.00,8.84,0.87,0.91
please,1061.00,8.84,0.53,0.95
erase,1060.00,8.83,0.91,0.91
aside,1059.00,8.83,0.97,0.94
upcoming,1059.00,8.83,0.69,0.91
colored,1058.00,8.82,0.75,0.89
rubber,1058.00,8.82,0.66,0.87
determined,1057.00,8.81,0.96,0.94
tenet,1057.00,8.81,1.73,0.93
attest,1056.00,8.80,1.77,0.92
unify,1056.00,8.80,1.58,0.92
northwestern,1055.00,8.79,1.02,0.91
indispensable,1054.00,8.78,1.89,0.93
newcomer,1054.00,8.78,0.84,0.91
anger,1054.00,8.78,0.77,0.91
trouble,1054.00,8.78,0.67,0.94
southwestern,1053.00,8.78,1.37,0.89
certify,1053.00,8.78,1.23,0.93
imported,1052.00,8.77,1.49,0.9
pillar,1052.00,8.77,1.1,0.93
intended,1051.00,8.76,1.87,0.94
dictionary,1051.00,8.76,1.23,0.92
simplify,1050.00,8.75,1.69,0.9
analytic,1049.00,8.74,2.87,0.92
castle,1049.00,8.74,0.53,0.9
layout,1049.00,8.74,1.31,0.83
periphery,1049.00,8.74,2.19,0.87
visa,1049.00,8.74,0.82,0.87
vastly,1049.00,8.74,1.42,0.93
erupt,1047.00,8.73,0.77,0.91
nominal,1046.00,8.72,2.44,0.88
divergent,1045.00,8.71,2.62,0.93
garbage,1045.00,8.71,0.49,0.84
log,1045.00,8.71,0.95,0.86
present-day,1044.00,8.70,2.39,0.9
corridor,1044.00,8.70,0.39,0.78
payroll,1044.00,8.70,0.75,0.81
forecast,1044.00,8.70,1.26,0.87
energetic,1043.00,8.69,1.28,0.89
ward,1043.00,8.69,0.35,0.93
feather,1042.00,8.68,0.58,0.88
intersection,1042.00,8.68,0.89,0.92
substitution,1042.00,8.68,2.43,0.9
broadcast,1042.00,8.68,0.67,0.91
pledge,1042.00,8.68,0.73,0.91
novelty,1041.00,8.68,1.52,0.91
unpublished,1039.00,8.66,2.46,0.93
coherence,1039.00,8.66,2.68,0.91
diaspora,1039.00,8.66,2.45,0.84
shipping,1038.00,8.65,1.2,0.89
spokesman,1038.00,8.65,0.26,0.91
suspicious,1036.00,8.63,0.61,0.93
messenger,1036.00,8.63,1.09,0.88
witch,1036.00,8.63,0.73,0.84
ugly,1034.00,8.62,0.36,0.94
drift,1034.00,8.62,0.41,0.9
nationwide,1033.00,8.61,0.66,0.94
supermarket,1032.00,8.60,0.63,0.89
template,1032.00,8.60,2.01,0.84
propel,1032.00,8.60,1.13,0.93
sociologist,1031.00,8.59,1.62,0.9
containment,1029.00,8.58,1.77,0.88
junk,1029.00,8.58,0.72,0.88
wrong,1029.00,8.58,0.47,0.94
craft,1029.00,8.58,1.04,0.94
policy-making,1028.00,8.57,2.72,0.88
one-half,1027.00,8.56,2.01,0.91
landowner,1027.00,8.56,1.45,0.88
encode,1027.00,8.56,2.79,0.86
plague,1027.00,8.56,1.14,0.94
dedication,1026.00,8.55,1.21,0.92
wage,1026.00,8.55,1.03,0.9
charitable,1025.00,8.54,1.15,0.89
leave,1025.00,8.54,0.65,0.88
inspect,1025.00,8.54,0.7,0.9
revolve,1025.00,8.54,1.36,0.94
socialize,1025.00,8.54,1.6,0.88
jaw,1024.00,8.53,0.47,0.84
utterly,1024.00,8.53,0.82,0.92
determining,1023.00,8.53,2.53,0.93
funny,1023.00,8.53,0.16,0.95
obsession,1023.00,8.53,0.83,0.93
seat,1023.00,8.53,0.53,0.93
interdependence,1022.00,8.52,2.92,0.91
universally,1022.00,8.52,1.82,0.94
directory,1021.00,8.51,1.58,0.82
between,1021.00,8.51,0.73,0.94
Swiss,1020.00,8.50,0.834880939,0.925007938
submarine,1020.00,8.50,1.13,0.81
